,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
397,0.27,0.47,0.69,0.14,0.95,0.03,0.24,0.75,0.11,0.21,0.18,0.15,0.84,0.82,0.11,0.04,0.04
398,0.98,0.01,0.47,0.46,0.96,0.49,0.29,0.17,0.0,0.6,0.21,0.8,0.24,0.51,0.67,0.57,0.36
399,0.86,0.33,0.06,0.31,0.15,0.78,0.31,0.44,0.18,0.95,0.11,0.71,0.78,0.2,0.36,0.96,0.59
400,0.44,0.86,0.83,0.94,0.13,0.86,0.0,0.32,0.48,0.79,0.67,0.99,0.37,0.27,0.1,0.01,0.76
401,0.57,0.19,0.75,0.82,0.49,0.85,1.0,0.59,0.78,0.26,0.77,0.26,0.19,0.08,0.84,0.74,0.06
402,0.69,0.41,0.07,0.38,0.57,0.57,0.94,0.93,0.82,0.59,0.45,0.45,0.65,0.24,0.74,0.84,0.35
403,0.08,0.62,0.6,0.9,0.78,0.2,0.92,0.17,0.51,0.65,0.56,0.63,0.9,0.26,0.58,0.5,0.61
404,0.41,0.07,0.67,0.52,0.53,0.22,0.55,0.3,0.94,0.71,0.48,0.35,0.91,0.92,0.78,0.46,0.71
405,0.5,0.37,0.81,0.08,0.42,0.6,0.13,0.29,0.82,0.3,0.09,0.01,0.82,0.56,0.41,0.21,0.74
406,0.12,0.19,0.8,0.93,0.25,0.38,0.61,0.3,0.33,0.32,0.39,0.82,0.37,0.8,0.2,0.83,0.14
407,0.56,0.19,0.45,0.01,0.84,0.19,0.5,0.45,0.66,0.26,0.13,0.85,0.84,0.31,0.76,0.99,0.97
408,0.01,0.41,0.06,0.6,0.96,1.0,0.85,0.58,0.13,0.34,0.67,0.95,0.53,0.65,0.14,0.27,0.12
409,0.61,0.2,0.06,0.23,0.06,0.02,0.86,0.58,0.68,0.19,0.26,0.17,0.23,0.49,0.72,0.92,0.13
410,0.1,0.86,0.64,0.33,0.76,0.5,0.37,0.88,0.87,0.45,0.37,0.33,0.72,0.41,1.0,0.12,0.67
411,0.84,0.12,0.44,0.92,0.11,0.01,0.05,0.93,0.82,0.66,0.87,0.35,0.74,0.34,0.13,0.7,0.81
412,0.19,0.35,0.28,0.08,0.66,0.69,0.98,0.97,0.65,0.38,0.15,0.0,0.58,0.56,0.95,0.48,0.45
413,0.67,0.6,0.43,0.97,0.94,0.14,0.47,0.43,0.75,0.69,0.94,0.01,0.27,0.91,0.54,0.01,0.27
414,0.43,0.45,0.56,0.91,0.87,0.46,0.17,0.49,0.26,0.13,0.73,0.52,0.78,0.66,0.31,0.35,0.51
415,0.53,0.73,0.56,0.06,0.3,0.99,0.87,0.11,0.73,0.26,0.5,0.34,0.4,0.06,0.98,0.57,0.89
416,0.06,0.4,0.62,0.05,0.98,0.41,0.8,0.3,0.12,0.47,0.87,0.87,0.92,0.84,0.41,0.6,0.68
417,0.34,0.13,0.11,0.59,0.37,0.95,0.03,0.68,0.19,0.46,0.06,0.71,0.87,1.0,0.5,0.67,0.93
418,0.06,0.25,0.75,0.55,0.35,0.24,0.68,0.32,0.67,0.61,0.61,0.66,0.66,0.95,0.48,0.32,1.0
419,0.35,0.05,0.48,0.28,0.26,0.63,0.47,0.41,0.17,1.0,0.2,0.99,0.26,0.28,0.93,0.96,0.39
420,0.2,0.08,0.46,0.93,0.99,0.38,0.54,0.79,0.64,0.55,0.97,0.53,0.57,0.71,0.72,0.77,0.71
421,0.49,0.6,0.26,0.32,0.96,0.84,0.36,0.89,0.22,0.78,0.32,0.25,0.12,0.47,0.98,0.58,0.72
422,0.72,0.31,0.13,0.99,0.43,0.96,0.71,0.77,0.26,0.62,0.49,0.63,0.48,0.08,0.75,0.27,0.85
423,0.58,0.48,0.04,0.77,0.99,0.18,0.33,0.53,0.26,0.88,0.7,0.92,0.61,0.5,0.09,0.76,0.88
424,0.18,0.46,0.5,0.32,0.09,0.45,0.61,0.51,0.32,0.45,0.62,0.91,0.91,0.53,0.8,0.09,0.79
425,0.96,0.1,0.49,0.03,0.66,0.15,0.84,0.47,0.72,0.13,0.97,0.99,0.45,0.15,0.12,0.02,0.58
426,0.88,0.56,0.05,0.04,0.61,0.89,0.33,0.14,0.96,0.33,0.7,0.37,0.12,0.81,0.5,0.39,0.13
427,0.98,0.44,0.3,0.86,0.43,0.19,0.04,0.65,0.28,0.73,0.71,0.44,0.39,0.56,0.46,0.86,0.13
428,0.19,0.42,1.0,0.16,0.99,0.92,0.25,0.16,0.7,0.1,0.26,0.98,0.52,0.57,0.33,0.05,0.19
429,0.72,0.67,0.79,0.17,0.05,0.13,0.35,1.0,0.98,0.51,0.31,0.37,0.32,0.18,0.76,0.85,0.92
430,0.63,0.05,0.48,0.22,0.82,0.72,0.63,0.54,0.62,0.48,0.84,0.47,0.94,0.05,0.61,0.38,0.2
431,0.09,0.09,0.07,0.2,0.98,0.56,0.19,0.41,0.65,0.78,0.36,0.74,0.8,0.04,0.96,0.48,0.47
432,0.47,0.83,0.95,0.66,0.07,0.9,0.21,0.58,0.93,0.39,0.77,0.59,0.36,0.13,0.83,0.96,0.31
433,0.83,0.51,0.94,0.86,0.62,0.85,0.89,0.98,0.14,0.92,0.88,0.31,0.36,0.78,0.05,0.74,0.41
434,0.1,0.75,0.84,0.43,0.17,0.09,0.13,0.13,0.52,0.94,0.05,0.3,0.92,0.43,0.37,0.18,0.53
435,0.71,0.33,0.28,0.78,0.77,0.45,0.65,0.79,0.84,0.66,0.57,0.71,0.5,0.68,0.73,0.79,0.31
436,0.5,0.86,0.05,0.7,0.97,0.53,0.8,0.86,0.66,0.99,0.69,0.32,0.32,0.94,0.56,0.17,0.56
437,0.28,0.74,0.65,0.43,0.5,0.65,0.48,0.95,0.46,0.3,0.92,0.29,0.19,0.44,1.0,0.49,0.1
438,0.41,0.2,0.63,0.22,0.74,0.86,0.72,0.41,0.39,0.44,0.98,0.4,0.57,0.11,0.73,0.33,0.8
439,0.96,0.03,0.33,0.35,0.12,0.79,0.83,0.84,0.3,0.92,0.04,0.76,0.03,0.49,0.31,0.43,0.17
440,0.14,0.64,0.29,0.08,0.93,0.13,0.16,0.45,0.73,0.1,0.11,1.0,0.15,0.73,0.48,0.02,0.02
441,0.93,0.1,0.65,0.1,0.9,0.37,0.84,0.35,0.58,0.75,0.21,0.46,0.77,0.68,0.4,0.43,0.3
442,0.23,0.71,0.99,0.96,0.95,0.36,0.76,0.88,0.64,0.35,0.65,0.43,0.58,0.28,0.14,0.98,0.83
443,0.29,0.33,0.18,0.31,0.87,0.28,0.36,0.1,0.94,0.26,0.36,0.09,0.78,0.06,0.2,0.64,0.5
444,0.1,0.52,0.76,0.01,0.38,0.72,0.37,0.01,0.18,0.63,0.28,0.86,0.13,0.38,0.75,0.93,0.2
445,0.6,0.92,0.47,0.0,0.78,0.71,0.85,0.33,0.2,0.35,0.39,0.89,0.56,0.33,0.43,0.72,0.18
446,0.21,0.72,0.52,0.97,0.75,0.49,0.05,0.99,0.26,0.65,0.41,0.48,0.2,0.93,0.68,0.59,0.36
447,0.99,0.96,0.64,0.8,0.97,0.29,0.65,0.1,0.28,0.35,0.91,0.84,0.18,0.05,0.68,0.77,0.18
448,0.35,0.3,0.34,0.53,0.69,0.19,0.11,0.62,0.18,0.84,0.34,0.28,0.24,0.58,0.19,0.15,0.09
449,0.98,0.76,0.43,0.94,0.03,0.13,0.52,0.86,0.98,0.38,0.08,0.02,0.07,0.48,0.39,0.72,0.16
450,0.13,0.41,0.84,0.14,0.9,0.1,0.96,0.57,0.95,0.9,0.25,0.58,0.81,0.11,0.48,0.3,0.51
451,0.84,0.09,0.36,0.72,0.04,0.13,0.02,0.7,0.22,0.55,0.01,0.94,0.86,0.09,0.21,0.38,0.5
452,0.98,0.67,0.07,0.09,0.92,0.92,0.94,0.12,0.18,0.45,0.9,0.13,0.46,0.25,0.82,0.66,0.8
453,0.69,0.23,0.87,0.23,0.95,0.82,0.16,0.34,0.9,0.38,0.3,0.42,0.98,0.25,0.3,0.73,0.31
454,0.08,0.9,0.97,0.66,0.82,0.48,0.43,0.59,0.45,0.16,0.14,0.68,0.14,0.27,0.26,0.21,0.16
455,0.12,0.51,0.04,0.1,0.3,0.14,0.83,0.22,0.64,0.28,0.64,0.36,0.71,0.32,0.56,0.33,0.36
456,0.07,0.6,0.2,0.04,0.19,0.71,0.26,0.75,0.45,0.24,0.71,0.65,0.61,0.62,0.81,0.51,0.82
457,0.63,0.29,0.26,0.16,0.4,0.67,0.96,0.56,0.69,0.63,0.99,0.16,0.65,0.92,0.68,0.11,1.0
458,0.97,0.68,0.2,0.42,0.93,0.28,0.64,0.79,0.34,0.53,0.98,0.91,0.66,0.04,0.52,0.32,0.62
459,0.31,0.45,0.3,0.23,0.8,0.44,0.85,0.79,0.55,0.09,0.04,0.91,0.34,0.85,0.07,0.81,0.47
460,0.16,0.17,0.92,0.59,0.81,0.75,0.62,0.82,0.2,0.76,0.77,0.63,0.47,0.48,0.57,0.36,0.26
461,0.48,0.18,0.38,0.81,0.58,0.13,0.35,0.76,0.44,0.74,0.6,0.38,0.75,0.35,0.83,0.07,0.76
462,0.59,0.09,0.82,0.97,0.15,0.98,0.86,0.07,0.66,0.64,0.25,0.03,0.27,0.53,0.5,0.16,0.89
463,0.95,0.1,0.77,0.3,0.61,0.16,0.95,0.52,0.88,0.87,0.16,0.52,0.85,0.5,0.74,0.87,0.6
464,0.02,0.76,0.14,0.49,0.2,0.75,0.19,0.04,0.99,0.25,0.08,0.47,0.44,0.58,0.4,0.44,0.42
465,0.23,0.63,0.7,0.16,0.12,0.53,0.51,0.99,0.12,0.77,0.97,0.65,0.96,0.81,0.36,0.85,0.2
466,0.69,0.81,0.4,0.59,0.21,0.66,0.91,0.1,0.88,0.98,0.01,0.12,0.8,0.1,0.87,0.83,0.65
467,0.21,0.6,0.51,0.97,0.24,0.75,0.69,0.16,0.08,0.87,0.62,0.2,0.7,0.72,0.85,0.94,0.49
468,0.94,0.1,0.91,0.39,0.54,0.03,0.66,0.34,0.13,0.58,0.27,0.53,0.43,0.69,0.01,0.23,0.58
469,0.07,0.68,0.09,0.74,0.08,0.48,0.44,0.2,0.09,0.07,0.64,0.7,0.83,0.64,0.55,0.12,0.07
470,0.76,0.24,0.35,0.68,0.32,0.95,0.54,0.16,0.91,0.4,0.27,0.54,0.2,0.07,0.8,0.96,0.13
471,0.83,0.59,0.91,0.53,0.09,0.3,0.46,0.88,0.08,0.86,0.16,0.93,0.4,0.1,0.83,0.04,0.37
472,0.69,0.26,0.51,0.72,0.13,0.23,0.79,0.87,0.97,0.56,0.66,0.44,0.24,0.39,0.84,0.08,0.57
473,0.12,0.63,0.63,0.14,0.83,0.18,0.82,0.09,0.36,0.49,0.04,0.58,0.44,0.71,0.37,0.08,0.54
474,0.92,0.46,0.16,0.44,0.24,0.18,0.95,0.78,0.33,0.92,0.14,0.79,0.21,0.56,0.31,0.11,0.5
475,0.54,0.34,0.09,0.55,0.21,0.93,0.33,0.62,0.18,0.56,0.79,0.28,0.17,0.4,0.56,0.78,0.04
476,0.35,0.57,0.54,0.87,0.27,0.14,0.41,0.09,0.62,0.63,0.91,0.31,0.61,0.48,0.05,0.27,0.23
477,0.32,0.4,0.36,0.29,0.01,0.99,0.21,0.39,0.65,0.85,0.32,0.14,0.1,0.28,0.98,0.02,0.56
478,0.17,0.88,0.96,0.78,0.78,0.51,0.4,0.97,0.15,0.09,0.82,0.57,0.65,0.22,0.99,0.08,0.77
479,0.47,0.09,0.07,0.39,0.07,0.92,0.6,0.54,0.56,0.46,0.04,0.43,0.01,0.27,0.81,0.31,0.04
480,0.15,0.84,0.17,0.22,0.98,0.49,0.81,0.14,0.31,0.63,0.2,0.02,0.48,0.94,0.02,0.12,0.0
481,0.67,0.67,0.59,0.45,0.8,0.13,0.93,0.95,0.83,0.79,0.15,0.93,0.6,0.29,0.05,0.14,0.01
482,0.71,0.22,0.65,0.48,0.83,0.84,0.78,0.01,0.92,0.27,0.73,0.63,0.52,0.3,0.04,0.26,0.84
483,0.3,0.77,0.36,0.38,0.92,0.3,0.67,0.75,0.2,0.42,0.51,0.22,0.78,0.44,0.82,0.01,0.19
484,0.49,0.92,0.86,0.65,0.16,0.89,0.92,0.09,0.44,0.77,0.76,0.87,0.49,0.04,0.36,0.86,0.31
485,0.78,0.15,0.11,0.48,0.97,0.96,0.89,0.74,0.17,0.13,0.64,0.81,0.19,0.23,0.4,0.87,0.8
486,0.4,0.48,0.44,0.39,0.37,0.33,0.95,0.1,0.89,0.72,0.28,0.09,0.72,0.16,0.81,0.89,0.96
487,0.22,0.48,0.06,0.97,0.54,0.54,0.1,0.78,0.61,0.49,0.54,0.28,0.8,0.92,0.51,0.01,0.59
488,0.06,0.22,0.25,0.81,0.05,0.85,0.81,0.17,0.99,0.45,0.36,0.4,0.38,0.57,0.1,0.44,0.58
489,0.7,0.06,0.12,0.71,0.23,0.52,0.17,0.98,0.81,0.31,0.89,0.72,0.6,0.75,0.97,0.01,0.71
490,0.84,0.22,0.3,0.31,0.88,0.73,0.79,0.07,0.87,0.26,0.85,0.45,0.73,0.07,0.28,0.83,0.6
491,0.93,0.72,0.64,0.99,0.84,0.92,0.47,0.17,0.4,0.79,0.13,0.83,0.07,0.23,0.68,0.69,0.85
492,0.04,0.78,0.19,0.5,0.28,0.86,0.98,0.31,0.46,0.22,0.41,0.08,0.05,0.09,0.53,0.41,0.23
493,0.48,0.49,0.78,0.56,0.75,0.38,0.73,0.3,0.36,0.47,0.82,0.53,0.94,0.27,0.15,0.33,0.74
494,0.53,0.1,0.31,0.54,0.94,0.54,0.89,0.68,0.23,0.62,0.02,0.89,0.78,0.53,0.56,0.49,0.47
495,0.13,0.12,0.88,0.59,0.03,0.2,0.02,0.47,0.44,0.83,0.49,0.84,0.75,0.22,0.22,0.85,0.78
496,0.87,0.84,0.62,0.97,0.91,0.21,0.75,0.86,0.14,0.78,0.81,0.88,0.42,0.92,0.45,0.45,0.24
497,0.76,0.09,0.52,0.42,0.78,0.4,0.34,0.51,0.3,0.11,0.81,0.2,0.42,0.17,0.25,0.9,0.67
498,0.11,0.54,0.76,0.02,0.2,0.53,0.6,0.72,0.81,0.78,0.95,0.02,0.85,0.06,0.9,0.61,0.57
499,0.28,0.79,0.82,0.14,0.59,0.02,0.89,0.89,0.47,0.78,0.12,0.6,0.66,0.1,0.87,0.22,0.16
500,0.01,0.61,0.03,0.07,0.51,0.42,0.06,0.74,0.52,0.24,0.08,0.77,0.75,0.59,0.65,0.35,0.98
501,0.32,0.59,0.6,0.48,0.07,0.48,0.02,0.7,0.34,0.8,0.09,0.61,0.37,0.52,0.56,0.84,0.78
502,0.92,0.47,0.88,0.93,0.06,0.52,0.13,0.45,0.07,0.57,0.53,0.98,0.21,0.6,0.73,0.99,0.52
503,0.89,0.94,0.19,0.39,0.1,0.03,0.8,0.73,0.9,0.27,0.96,0.8,0.62,0.53,0.45,0.48,0.88
504,0.34,0.6,0.28,0.27,0.12,0.76,0.38,0.06,0.36,0.7,0.11,0.8,0.86,0.82,0.14,0.92,0.28
505,0.15,0.98,0.12,0.73,0.96,0.75,0.02,0.8,0.34,0.19,0.76,0.76,0.74,0.37,0.22,0.97,0.94
506,0.62,0.97,0.22,0.11,0.58,0.13,0.79,0.94,0.83,0.18,0.75,0.75,0.08,0.81,0.99,0.65,0.15
507,0.52,0.59,0.49,0.3,0.79,0.12,0.69,0.57,0.67,0.48,0.78,0.08,0.44,0.3,0.43,0.97,0.02
508,0.28,0.38,0.22,0.2,0.29,0.08,0.55,0.89,0.98,0.79,0.92,0.47,0.41,0.0,0.58,0.1,0.99
509,0.72,0.24,0.79,0.8,0.04,0.31,0.42,0.23,0.74,0.03,0.9,0.8,0.03,0.96,0.52,0.98,0.66
510,0.77,0.35,0.92,0.13,0.79,0.76,0.1,0.33,0.95,0.68,0.52,0.04,0.74,0.15,0.35,0.77,0.26
511,0.39,0.46,0.11,0.06,0.93,0.38,0.07,0.51,0.34,0.39,0.52,0.32,0.25,0.92,0.01,0.2,0.55
512,0.43,0.13,0.21,0.43,0.42,0.63,0.27,0.89,0.53,0.71,0.1,0.03,0.59,0.46,0.68,0.57,0.82
513,0.42,0.74,1.0,0.97,0.42,0.69,0.12,0.14,0.24,0.04,0.12,0.28,0.81,0.05,0.72,0.81,0.67
514,0.94,0.44,0.75,0.13,0.53,0.4,0.2,0.3,0.18,0.79,0.67,0.45,0.77,0.85,0.01,0.36,0.22
515,0.11,0.33,0.9,0.28,0.38,0.34,0.9,0.06,0.46,0.16,0.17,0.72,0.57,0.4,0.58,0.89,0.51
516,0.91,0.48,0.44,0.14,0.98,0.13,0.36,0.33,0.26,0.65,0.62,0.52,0.71,0.78,0.33,0.4,0.62
517,0.84,0.63,0.44,0.57,0.98,0.31,0.29,0.76,0.9,0.27,0.77,0.92,0.79,0.12,0.17,0.31,0.72
518,0.6,0.92,0.77,0.68,0.55,0.84,0.17,0.46,0.51,0.51,0.33,0.0,0.13,0.26,0.52,0.3,0.95
519,0.49,0.5,0.71,0.91,0.1,0.64,0.48,0.12,0.54,0.11,0.29,0.38,0.92,0.26,0.79,0.74,0.54
520,0.26,0.8,0.48,0.06,0.12,0.69,0.57,0.2,0.26,0.64,0.23,0.98,0.48,0.02,0.53,0.65,0.4
521,0.51,0.72,0.13,0.51,0.77,0.66,0.74,0.21,0.46,0.14,0.34,0.07,0.03,0.88,0.21,0.19,0.68
522,0.48,0.16,0.95,0.82,0.82,0.67,0.06,0.24,0.5,0.48,0.89,0.39,0.61,0.21,0.75,0.46,0.2
523,0.79,0.32,0.81,0.48,0.37,0.53,0.09,0.77,0.08,0.35,0.81,0.5,0.66,0.35,0.57,0.41,0.22
524,0.94,0.69,0.01,0.82,0.48,0.79,0.92,0.8,0.23,0.54,0.02,0.98,0.3,0.15,0.87,0.98,0.35
525,0.24,0.51,0.17,0.7,0.51,0.53,0.59,0.1,0.98,0.78,0.21,0.67,0.06,0.76,0.19,0.27,0.89
526,0.99,0.83,0.39,0.01,0.81,0.34,0.38,0.61,0.74,0.36,0.51,0.52,0.38,0.93,0.9,0.56,0.42
527,0.91,0.14,0.11,0.49,0.6,0.45,0.31,0.1,0.4,0.97,0.52,0.13,0.59,0.49,0.21,0.35,0.66
528,0.71,0.52,0.93,0.84,0.84,0.92,0.84,0.65,0.11,0.75,0.04,0.1,0.08,0.46,0.48,0.88,0.35
529,0.18,0.53,0.21,0.16,0.33,0.89,0.52,0.8,0.65,0.58,0.3,0.92,0.77,0.11,0.37,0.31,0.96
530,0.99,0.47,0.28,0.29,0.28,0.53,0.15,0.7,0.12,0.56,0.09,0.2,0.07,0.83,0.69,0.81,0.07
531,0.53,0.04,0.97,0.89,0.57,0.33,0.35,0.69,0.19,0.63,0.2,0.55,0.78,0.48,0.12,0.59,0.99
532,0.31,0.54,0.45,0.68,0.27,0.04,0.24,0.92,0.66,0.4,0.46,0.4,0.67,0.21,0.82,0.58,0.41
533,0.31,0.72,0.78,0.73,0.65,0.89,0.4,0.29,0.71,0.47,0.71,0.29,0.27,0.39,0.61,0.04,0.46
534,0.85,0.57,0.36,0.02,0.84,0.36,0.23,0.97,0.02,0.09,0.52,0.57,0.77,0.1,0.74,0.23,0.61
535,0.02,0.32,0.76,0.15,0.87,0.26,0.11,0.67,0.47,0.13,0.31,0.95,0.09,0.28,0.44,0.83,0.2
536,0.16,0.18,0.16,0.93,0.39,0.14,0.9,0.19,0.6,0.84,0.29,0.58,0.22,0.53,0.63,0.79,0.68
537,0.57,0.44,0.54,0.33,0.62,0.72,0.39,0.44,0.08,0.92,0.13,0.75,0.43,0.22,0.21,0.28,0.61
538,0.24,0.62,0.62,0.71,0.55,0.62,0.7,0.39,0.78,0.56,0.36,0.18,0.58,0.49,0.07,0.4,0.56
539,0.55,0.36,0.63,0.35,0.19,0.62,0.96,0.69,0.49,0.94,0.35,0.61,0.93,0.79,0.39,0.5,0.86
540,0.13,0.26,0.67,0.04,0.61,0.47,0.02,0.72,0.88,0.13,0.66,0.22,0.05,0.96,0.34,0.57,0.46
541,0.77,0.51,0.97,0.28,0.48,0.79,0.57,0.42,0.34,0.4,0.26,0.28,0.38,0.07,0.6,0.18,0.85
542,0.34,0.55,0.16,0.64,0.26,0.81,0.05,0.26,0.95,0.87,0.57,0.7,0.46,0.81,0.5,0.03,0.05
543,0.61,0.46,0.03,0.62,0.59,0.63,1.0,0.61,0.8,0.86,0.66,0.48,0.87,0.72,0.19,0.38,0.05
544,0.57,0.88,0.68,0.68,0.53,0.63,0.95,0.62,1.0,0.57,0.42,0.79,0.6,0.65,0.17,0.61,0.68
545,0.63,0.09,1.0,0.91,0.41,0.83,0.57,0.05,0.12,0.53,0.86,1.0,0.24,0.37,0.39,0.35,0.82
546,0.31,0.54,0.83,0.65,0.48,0.55,0.45,0.06,0.91,0.38,0.66,0.37,0.04,0.98,0.11,0.65,0.66
547,0.23,0.84,0.52,0.48,0.65,0.45,0.5,0.75,0.03,0.94,0.31,0.25,0.48,0.27,0.89,0.23,0.27
548,0.76,0.19,0.66,0.34,0.54,0.21,0.04,0.4,0.92,0.27,0.66,0.06,0.99,0.79,0.09,0.26,0.63
549,0.87,0.5,0.37,0.55,0.14,0.41,0.33,0.52,0.14,0.42,0.34,0.31,0.0,0.82,0.68,0.36,0.14
550,0.66,0.31,0.27,0.9,0.25,0.07,0.22,0.77,0.54,0.45,0.96,0.47,0.25,0.02,0.65,0.38,0.15
551,0.52,0.81,0.31,0.31,0.43,0.79,0.57,0.77,0.76,0.32,0.11,0.7,0.22,0.86,0.92,0.97,0.17
552,0.13,0.8,0.64,0.35,0.76,0.04,0.87,0.4,0.83,0.53,0.27,0.3,0.65,0.37,0.44,0.51,0.74
553,0.53,0.67,0.96,0.87,0.84,0.62,0.2,0.72,0.25,0.02,0.9,0.76,0.03,0.21,0.78,0.5,0.4
554,0.7,0.42,0.05,0.09,0.24,0.5,0.11,0.79,0.06,0.87,0.75,0.92,0.94,0.91,0.17,0.55,0.91
555,0.39,0.26,0.27,0.34,0.71,0.59,0.66,0.77,0.26,0.13,0.05,0.03,0.89,0.07,0.26,0.49,0.82
556,0.63,0.23,0.8,0.44,0.56,0.51,0.72,0.73,0.4,0.77,0.8,0.36,0.18,0.97,0.0,0.15,0.16
557,0.95,0.72,0.54,0.09,0.71,0.57,0.43,0.8,0.95,0.55,0.25,0.57,0.98,0.58,0.48,0.83,0.77
558,0.32,0.93,0.43,0.28,0.7,0.97,0.7,0.34,0.45,0.26,0.79,0.27,0.06,0.53,0.59,0.42,0.81
559,0.58,0.14,0.11,0.07,0.98,0.01,0.18,0.82,0.25,0.11,0.26,0.12,0.72,0.07,0.07,0.47,0.59
560,0.41,0.6,0.29,0.54,0.51,0.12,0.83,0.53,0.36,0.88,0.51,0.1,0.81,0.24,0.7,0.42,0.53
561,0.61,0.22,0.56,0.15,0.21,0.41,0.13,0.2,0.89,0.53,0.12,0.15,0.53,0.18,0.7,0.88,0.83
562,0.66,0.56,0.42,0.7,0.76,0.45,0.17,0.67,0.48,0.23,0.25,0.55,0.92,0.81,0.04,0.22,0.66
563,0.81,0.21,0.04,0.79,0.54,0.47,0.67,0.5,0.3,0.25,0.81,0.91,0.8,0.57,0.86,0.83,0.05
564,0.28,0.9,0.83,0.15,0.68,0.78,0.69,0.14,0.48,0.25,0.22,0.53,0.31,0.96,0.45,0.75,0.97
565,0.1,0.24,0.36,0.62,0.54,0.4,0.89,0.07,0.39,0.41,0.34,0.47,0.06,0.46,0.07,0.77,0.4
566,0.76,0.03,0.04,0.39,0.21,0.75,0.88,0.78,0.78,0.57,0.48,0.76,0.36,0.22,0.67,0.23,0.02
567,0.3,0.51,0.2,0.37,0.49,0.08,0.65,0.58,0.58,0.77,0.85,0.45,0.43,0.76,0.53,0.95,0.13
568,0.38,0.71,0.06,0.45,0.95,0.53,0.88,0.19,0.29,0.97,0.86,0.69,0.08,0.68,0.86,0.12,0.02
569,0.61,0.04,0.08,0.11,0.17,0.06,0.31,0.04,0.86,0.21,0.95,0.87,0.94,0.34,0.28,0.36,0.45
570,0.19,0.0,0.62,0.34,0.79,0.8,0.4,0.82,0.19,0.44,0.76,0.73,0.26,0.44,0.72,0.34,0.01
571,0.87,0.17,0.24,0.75,0.63,0.4,0.04,0.65,0.39,0.87,0.79,0.22,0.78,0.84,0.16,0.47,0.01
572,0.88,0.71,0.36,0.8,0.21,0.78,0.21,0.11,0.19,0.01,0.73,0.44,0.67,0.27,0.05,0.24,0.54
573,0.47,0.89,0.58,0.45,0.98,0.13,0.89,0.4,0.8,0.15,0.77,0.29,0.53,0.1,0.16,0.55,0.37
574,0.96,0.09,0.94,0.72,0.49,0.92,0.43,0.28,0.88,0.8,0.91,0.01,0.57,0.81,0.26,0.87,0.24
575,0.4,0.1,0.72,0.27,0.21,0.23,0.57,0.97,0.99,0.44,0.17,0.84,0.02,0.03,0.97,0.25,0.73
576,0.91,0.85,0.88,0.69,0.67,0.14,0.64,0.53,0.99,0.87,0.74,0.17,0.53,0.81,0.83,0.32,0.65
577,0.18,0.32,0.96,0.51,0.7,0.86,0.5,0.45,0.54,0.36,0.23,0.42,0.37,0.97,0.17,0.69,0.87
578,0.09,0.53,0.55,0.38,0.56,0.14,0.85,0.84,0.27,0.63,0.64,0.18,0.38,0.89,0.45,0.83,0.53
579,0.93,0.58,0.12,0.62,0.66,0.99,0.64,0.54,0.55,0.96,0.76,1.0,0.5,0.41,0.01,0.72,0.66
580,0.05,0.74,0.65,0.74,0.02,0.47,0.74,0.81,0.06,0.02,0.21,0.38,0.83,0.19,0.86,0.09,0.58
581,0.62,0.2,0.29,0.84,0.21,0.39,0.64,0.86,0.68,0.45,0.94,0.95,0.04,0.98,0.26,0.93,0.41
582,0.89,0.37,0.92,0.02,0.87,0.83,0.75,0.42,0.6,0.89,0.24,0.68,0.83,0.23,0.03,0.52,0.16
583,0.79,0.55,0.55,0.18,1.0,0.88,0.02,0.97,0.83,0.85,0.84,0.51,0.13,0.62,0.03,0.34,0.84
584,0.57,0.91,0.14,0.26,0.22,0.86,0.59,0.67,0.75,0.12,0.66,0.49,0.3,0.14,0.77,0.06,0.13
585,0.21,0.26,0.45,0.78,0.83,0.84,0.56,0.43,0.78,0.69,0.94,0.87,0.32,0.07,0.9,0.53,0.5
586,0.14,0.76,0.04,0.95,0.86,0.09,0.33,0.02,0.52,0.71,0.1,0.06,0.9,0.91,0.51,0.2,0.5
587,0.58,0.13,0.35,0.51,0.65,0.44,0.18,0.87,0.74,0.84,0.9,0.25,0.85,0.26,0.41,0.55,0.64
588,0.24,0.35,0.8,0.54,0.16,0.21,0.29,0.2,0.52,0.25,0.28,0.53,0.92,0.96,0.16,0.81,0.83
589,0.02,0.68,0.18,0.14,0.39,0.91,0.85,0.29,0.22,0.54,0.87,0.55,0.02,0.23,0.37,0.17,0.32
590,0.79,0.67,0.84,0.64,0.02,0.21,0.44,0.1,0.82,0.07,0.81,0.36,0.29,0.17,0.81,0.71,0.91
591,0.9,0.02,0.86,0.96,0.48,0.44,0.63,0.66,0.2,1.0,0.84,0.01,0.17,0.8,0.71,0.51,0.16
592,0.24,0.09,0.92,0.17,0.0,0.9,0.6,0.69,0.97,0.58,0.51,0.72,0.12,0.21,0.57,0.9,0.22
593,0.04,0.8,0.39,0.96,0.25,0.19,0.25,0.5,0.55,0.67,0.89,0.55,0.76,0.54,0.5,0.16,0.12
594,0.31,0.57,0.52,0.58,0.31,0.93,0.5,0.62,0.45,0.92,0.46,0.63,0.85,0.19,0.19,0.39,0.56
595,0.51,0.01,0.73,0.91,0.52,0.19,0.45,0.94,0.02,0.43,0.92,0.17,0.69,0.05,0.65,0.7,0.27
